Text,Summary
"do return, it shall et
Fone accurate idea of anythin
Mill recollect what we have seen. Dak
he jumbled together in our imaginations;
ibe any particular scene, will we begin quarrel
ation. Let our first effusions be less insupportable:
B generality of travellers.’

Chapter 28

Every oxject in the next day’s journey was new and interesting to
Elizabeth; and her spirits were in a state for enjoyment; for she had seen
her sister looking so well as to banish all fear for her health, and the
prospect of her northern tour was a constant source of delight.

When they left the high road for the lane to Hunsford, every eye was
in search of the Parsonage, and every turning expected to bring it in
view. The paling of Rosings Park was their boundary on one side.
Elizabeth smiled at the recollection of all that she had heard of its

inhabitants. oe
At length the Parsonage was discernible. The garden sloping to the “ws

road, the house standing in it, the green pales and the laurel hedge, “ih

everything declared they were arriving. Mr Collins and Charlotte ks

appeared at the door, and the carriage stopped at the small gate, which
led by a short gravel walk to the house, amidst the nods and smiles of the
whole party. In a moment they were all out of the chaise, rejoicing at the
sight of each other. Mrs Collins welcomed her friend with the liveliest
pleasure, and Elizabeth was more and more satisfied with coming, when
she found herself so affectionately received. She saw instantly that her
$ manners were not altered by his marriage; his formal civility was
had been, and he detained her some minutes at the gare ©
pquiries after all her family. They were then, na
, ginting out the neatness of the entrance, & es
into the ey were in the parlour, he verege
them a second 6 | ality to his humble abode, an¢
punctually repeated alla hment.
Elizabeth was prepared to nd

™ could not help","Mrs Collins welcomed her friend with the liveliest
pleasure, and Elizabeth was more and more satisfied with coming, when
she found herself so affectionately received. Elizabeth was prepared to nd

™ could not help"
"January 2011

Marianne answers the door when Connell rings the bell. She’s
still wearing her school uniform, but she’s taken off the

sweater, so it’s just the blouse and skirt, and she has no shoes

on, only tights.

Oh, hey, he says.

Come on in.

She turns and walks down the hall. He follows her, closing
the door behind him. Down a few steps in the kitchen, his
mother Lorraine is peeling off a pair of rubber gloves. Mari-
anne hops onto the countertop and picks up an open jar of
chocolate spread, in which she has left a teaspoon.

Marianne was telling me you got your mock results today,
Lorraine says.

We got English back, he says. They come back separately.
Do you want to head on?

Lorraine folds the rubber gloves up neatly and replaces
them below the sink. Then she starts unclipping her hair. To
Connell this seems like something she could accomplish in
the car.

And I hear you did very well, she says.

He was top of the class, says Marianne.

Right, Connell says. Marianne did pretty good too. Can we

ame pauses in the untying of her apron.","
Marianne was telling me you got your mock results today,
Lorraine says. 
We got English back, he says. 
He was top of the class, says Marianne. 
Right, Connell says."
"Tall Tales
” ete”

“One day, however, the quiet was disturbed by a little
drama which convulsed the calm but busy spot.

“Mother Etienne had given to a Cochin-China hen,
which she had christened Yollande, some white duck’s eggs
to sit on. The batch of fifteen eggs had all come out. It was
really wonderful to see these fifteen baby ducks, yellow as
canaries, beaks and webbed feet pink, swarming around the
big patient sitting mother, ducking under her wings, to
come out presently and clamber helter-skelter onto her
broad back. As often happens with nurses, Yollande loved
the ducklings as her own children, and without worrying
about their shape or plumage, so different from her own, she
showered upon them proofs of the tenderest affection. Did a
fly pass within their reach, all these little ones jumped at it,","It was
really wonderful to see these fifteen baby ducks, yellow as
canaries, beaks and webbed feet pink, swarming around the
big patient sitting mother, ducking under her wings, to
come out presently and clamber helter-skelter onto her
broad back."
"It is one of the secrets in that change of mental poise

which has been fitly named conversion, that to many

among us neither heaven nor earth has any revelation
till some personality touches theirs with a peculiar

influence, subduing them into receptiveness.

George Eliot, Daniel Deronda","It is one of the secrets in that change of mental poise

which has been fitly named conversion, that to many

among us neither heaven nor earth has any revelation
till some personality touches theirs with a peculiar

influence, subduing them into receptiveness."
"The dodo (Raphus cucullatus) is an extinct flightless bird that was endemic to the island of Mauritius, which is
east of Madagascar in the Indian Ocean. The dodo's closest genetic relative was the also-extinct Rodrigues
solitaire. The two formed the subfamily Raphinae, a clade of extinct flightless birds that were a part of the family
which includes pigeons and doves. The closest living relative of the dodo is the Nicobar pigeon. A white dodo
was once thought to have existed on the nearby island of Réunion, but it is now believed that this assumption
was merely confusion based on the also-extinct Reunion ibis and paintings of white dodos.

Subfossil remains show the dodo was about 1 metre (3 ft 3 in) tall and may have weighed 10.6—17.5 kg (23—
39 Ib) in the wild. The dodo's appearance in life is evidenced only by drawings, paintings, and written accounts
from the 17th century. Since these portraits vary considerably, and since only some of the illustrations are
known to have been drawn from live specimens, the dodos' exact appearance in life remains unresolved, and
little is known about its behaviour. It has been depicted with brownish-grey plumage, yellow feet, a tuft of tail
feathers, a grey, naked head, and a black, yellow, and green beak. It used gizzard stones to help digest its
food, which is thought to have included fruits, and its main habitat is believed to have been the woods in the
drier coastal areas of Mauritius. One account states its clutch consisted of a single egg. It is presumed that the
dodo became flightless because of the ready availability of abundant food sources and a relative absence of
predators on Mauritius. Though the dodo has historically been portrayed as being fat and clumsy, it is now
thought to have been well-adapted for its ecosystem.

The first recorded mention of the dodo was by Dutch sailors in 1598. In the following years, the bird was hunted
by sailors and invasive species, while its habitat was being destroyed. The last widely accepted sighting ofa
dodo was in 1662. Its extinction was not immediately noticed, and some considered it to be a myth. In the 19th
century, research was conducted on a small quantity of remains of four specimens that had been brought to
Europe in the early 17th century. Among these is a dried head, the only soft tissue of the dodo that remains
today. Since then, a large amount of subfossil material has been collected on Mauritius, mostly from the Mare
aux Songes swamp. The extinction of the dodo within less than a century of its discovery called attention to the
previously unrecognised problem of human involvement in the disappearance of entire species, The dodo

d widespread recognition from its role in the story of Alice's Adventures in Wonderland, and it has since

achieve
become a fixture in popular culture, often as a symbol of extinction and obsolescence.","The dodo's appearance in life is evidenced only by drawings, paintings, and written accounts
from the 17th century. Since these portraits vary considerably, and since only some of the illustrations are
known to have been drawn from live specimens, the dodos' exact appearance in life remains unresolved, and
little is known about its behaviour. It is presumed that the
dodo became flightless because of the ready availability of abundant food sources and a relative absence of
predators on Mauritius. The extinction of the dodo within less than a century of its discovery called attention to the
previously unrecognised problem of human involvement in the disappearance of entire species, The dodo

d widespread recognition from its role in the story of Alice's Adventures in Wonderland, and it has since

achieve
become a fixture in popular culture, often as a symbol of extinction and obsolescence."
"1 Section header

The first paragraph of a section, subsection, etc. is not indented. Content after

a newline continues the paragraph. So how do we make a mew paragraph?
‘Two newlines can start a new paragraph. Note that this indents the new

paragraph.

Additionally we can use two backslash characters to start a new line without

indentation.

Alternatively we can use the noindent command to do the same thing.","
Additionally we can use two backslash characters to start a new line without

indentation."
"Our Mission.

We create content that inspires people to get out there
and explore what's possible. To be curious. To try new
things. Turn strangers into friends. We believe in the
power of the journey. The good and the bad. Sometimes
even the scary. Because on the other side of the scary
are the most incredible shared experiences that will

make you come alive. Go find it.","Because on the other side of the scary
are the most incredible shared experiences that will

make you come alive. Go find it."
"WRAP TEXT AROUND IMAGE

You might want to have text wrap around an image on your webpage along with a paragraph. You can have the text align to the left or to
the right of the image. The text can not wrap around an image in the center. You can also include spacing using CSS margins and a border
using CSS border code. Below on this page is code you can copy and paste onto your html webpages to have a wrapping text image.
Margins can be set for top, right, bottom and left and can be as much spacing as you would like. Spacing around the image may be
uneven in some cases. You may need to experiment with the size of the image and amount of css margin spacing to use depending on
your text size.ou might want to have text wrap around an image on your webpage along with a paragraph. You can have the text align to
the left or to the right of the image. The text can not wrap around an image in the center. You can also include spacing using CSS margins
and a border using CSS border code. Below on this page is code you can copy and paste onto your html webpages to have a wrapping
text image. Margins can be set for top, right, bottom and left and can be as much spacing as you would like. Spacing around the image
may be uneven in some cases. You may need to experiment with the size of the image and amount of css margin spacing to use

depending on your text size. You might want to have text wrap around an image on your webpage along with a paragraph. You can have
the text align to the left or to the right of the image. The text can not wrap around an image in the center. You can also include spacing using CSS margins and a border using","WRAP TEXT AROUND IMAGE

You might want to have text wrap around an image on your webpage along with a paragraph. You may need to experiment with the size of the image and amount of css margin spacing to use depending on
your text size.ou might want to have text wrap around an image on your webpage along with a paragraph. You may need to experiment with the size of the image and amount of css margin spacing to use

depending on your text size."
"GeeksforGeeks

A Computer Science Portal for Geeks

How many times were you frustrated while looking out for a good
collection of programming/ algorithm/ interview questions? What did
you expect and what did you get? This portal has been created to
provide well written, well thought and well explained solutions for
selected questions. An IIT Roorkee alumnus and founder of
GeeksforGeeks. He loves to solve programming problems in most
efficient ways. Apart from GeeksforGeeks, he has worked with DE
Shaw and Co. as a software developer and JIIT Noida as an assistant professor. It is a
good platform to learn programming. It is an educational website. Prepare for the
Recruitment drive of product based companies like Microsoft, Amazon, Adobe ete with
a free online placement preparation course.","Prepare for the
Recruitment drive of product based companies like Microsoft, Amazon, Adobe ete with
a free online placement preparation course."
"> Assumption 1: MWEs have unique prosodic
characteristics

> Assumption 2: KD is the reflection of prosody in
typing

> Conclusion: | MWEs should be uniquely
characterized in typing","> Assumption 1: MWEs have unique prosodic
characteristics

> Assumption 2: KD is the reflection of prosody in
typing

> Conclusion: | MWEs should be uniquely
characterized in typing"
"Example 1: The following paragraph (given in quotes) is an example
of centred alignment using the center environment.

“LaTex is a document preparation system and document markup
language. 4TpRX uses the TeX typesetting program for formatting its
output, and is itself written in the TRX macro language. /TRX is not
the name of a particular (executable) typesetting program, but refers

to the suite of commands (TeX macros) which form the markup

conventions used to typeset 4TfX documents.”","/TRX is not
the name of a particular (executable) typesetting program, but refers

to the suite of commands (TeX macros) which form the markup

conventions used to typeset 4TfX documents.”"
"The Dangerous and Thrilling Documentation
Chronicles

Kis

This journey begins on a bleary Monday morning. Our intrepid team is in
desperate need of double shot mochas, but the milk expired eight days ago. A trip
to the dairy was out of the question. On Friday night, a mutant, script-injecting
warlock had infected the Shetland cattle herd with a ravenous craving for tags and
annotations. The security wolves were at a trust building retreat in Katchanga,
and no one in the village could locate their defensive operations manual.

Weak daylight trickled across the stripped pasture, chased by distant bovine screams.

Cavern Glow

The river rages through the cavern, ratting its content","
Cavern Glow

The river rages through the cavern, ratting its content"
"The House of the Seven Gables
‘by Nathaniel Hawthome
NK
‘Haltway down a by-street of one of our New England towns stands a rusty wooden house,
with seven acutely peaked gables, facing towards various points of the compass, and a huge,
clustered chimney in the midst. The street is Pyncheon Street; the house is the old Pyn-
cheon House; and an elm-tree, of wide circumference, rooted before the door, is familiar to
every town-born child by the title of the Pyncheon Elm.

‘On my occasional visits to the town aforesaid, 1 ‘accompanying vicissitudes that have passed within.

seldom failed to turn down Pyncheon Street, for ‘Were these to be worthily recounted, they would

the sake of passing through the shadow of these {form a narrative of no small interest and instruc

two antiquities, - the great elm-tree and the weath- _tion, and possessing, moreover, a certain remarkable

er-beaten edifice. ‘unity, which might almost seem the result of artistic
‘The aspect of the venerable mansion has always arrangement. But the story would include a chain

affected me like a human countenance, bearing the _of events extending over the better part of two cen-

traces not merely of outward storm and sunshine, but _turies, and, written out with reasonable amplitude,
expressive also, ofthe long lapse of mortal life, and would fill a bigger folio volume, or a longer series of","
seldom failed to turn down Pyncheon Street, for ‘Were these to be worthily recounted, they would

the sake of passing through the shadow of these {form a narrative of no small interest and instruc

two antiquities, - the great elm-tree and the weath- _tion, and possessing, moreover, a certain remarkable

er-beaten edifice."
"Paragraph Text

Itwas a dark and stormy night. A woman walked into the agency and looked straight at
me.

""I need you to make a form for me, Sam.

""Baby, | told you. | ain't in the forms business no more,” | replied. ""If I've said it once I've
said it a thousand times. | use Wufoo now!""","| use Wufoo now!"""
"Wednesday, 19th. At 2 P.M. the Dutch
Governor, and king of this part of the
Island, with his attendance, came on
board with Mr. Gore (he having left 2
Gentlemen ashore as Hostages).

We entertained them at Dinner in

the best Manner we could, gave them
plenty of good Liquor, made them some
considerable presents, and at their going
away Saluted them with 9 Guns.

In return for these favours they made
many fair Promises that we should be
immediately supplied with everything
‘we wanted at the same price the Dutch
East India Company had it; and that in
the morning Buffaloes, Hogs, Sheep, etc.,
should be down on the beach for us to
look at, and agree upon a price.

I was not at all at a loss for Interpreters,
for both Dr. Solander and Mr. Sporing
understood Dutch enough to keep up

a Conversation with the Dutchman,

and several of the Natives could speak
Portuguese, which language 2 or 3 of my
people understood.

In the morning I went on shore, ac-
companied by Mr. Banks and several of
the Officers and Gentlemen, to return
the King’s Visit; but my Chief Business
was to see how well they would perform
their Promises in regard to the things I
wanted,

We had not been long ashore before
we found that they had promised more
than they ever intended to perform; for,
instead of finding Buffaloes upon the

beach, we did not so much as see one, or
the least preparations making for bring-
ing any down, either by the Dutch Factor
or the King.

‘The former pretended he had been very
ill all night, and told us that he had had

a letter from the Governor of Concordia
in Timor, acquainting him that a ship
(meaning us) had lately passed that
Island, and that if she should touch at
this, and be in want of anything, he was
to supply her; but he was not to suffer
her to make any stay, nor to distribute,
or leave behind her to be distributed, any
valuable presents to the inferior Natives.

‘This we looked upon to be Afection that
hardly answerd any purpose, unless it
was leting us see how the Dutch had","
In the morning I went on shore, ac-
companied by Mr. Banks and several of
the Officers and Gentlemen, to return
the King’s Visit; but my Chief Business
was to see how well they would perform
their Promises in regard to the things I
wanted,

We had not been long ashore before
we found that they had promised more
than they ever intended to perform; for,
instead of finding Buffaloes upon the

beach, we did not so much as see one, or
the least preparations making for bring-
ing any down, either by the Dutch Factor
or the King."
"1 Section 1

This is the first paragraph. There is no indent in the first paragraph. This
is the first paragraph. There is no indent in the first paragraph. This is the
first paragraph. There is no indent in the first paragraph.

This is the second paragraph. There is indent in the second paragraph.
This is the second paragraph. There is indent in the second paragraph. This
is the second paragraph. There is indent in the second paragraph.

2 Section 2",There is indent in the second paragraph. There is indent in the second paragraph.
"Bal tlt

‘One day, while Ava was out walking in the woods, she came across a small, injured bird. She
carefully picked up the bird and took it back to her cottage, where she nursed it back to
health.

The bird, whose name was Feather, was grateful to Ava for saving its life. As @ reward,
Feather gave Ava a magical feather that could grant her three wishes. Ava was overjoyed
and grateful, but she didn't want to waste her wishes on something frivolous.

Instead, she decided to use her first wish to help the people in her village. She wished for an
endless supply of food and water, so that no one in the village would ever go hungry or
thirsty again.

The wish was granted, and soon the village was overflowing with fresh fruits and vegetables,
clean water, and even an abundance of fish in the nearby river. The people of the village
‘were amazed and grateful, and they al praised Ava for her selfless wish.

For her second wish, Ava decided to use the feather to help her parents. They had been
struggling to make ends meet on their small farm, and Ava wanted to ease their burden. She
wished for her parents’ farm to flourish, and for their crops and animals to grow strong and
healthy.","The people of the village
‘were amazed and grateful, and they al praised Ava for her selfless wish. 
For her second wish, Ava decided to use the feather to help her parents."
"5 i
i Once upon a time, in a small village nestled in the heart of a lush forest, there lived a young fia}

girl named Lily, Lily was a bright and curious girl, who loved exploring the woods and

discovering new things. She was always eager to learn more about the world around her and

was never afraid to ask questions.

One day, as she was wandering through the forest, Lily stumbled upon a strange clearing} In
the center of the clearing stood a magnificent tree, taller and wider than any she had ever

seen, Its trunk was thick and gnarled, and its branches spread out like the fingers of a giant

hand, reaching towards the sky.

As Lily approached the tree, she noticed something odd. There was a small door at the base
of the trunk, just big enough for her to squeeze through. Without hesitation, she pushed

open the door and stepped inside.

To her surprise, she found herself in a magical room, filled with books and ancient artifacts.
There were maps and charts, crystal balls and potions, and all sorts of curious objects that
she had never seen before. As she wandered through the room, she came across a small

book, bound in leather and adorned with golden letters.

Curious, Lily picked up the book and began to read. As she did, she was transported to a far-
off land, filled with wonder and adventure. She met dragons and wizards, fairies and giants,

and traveled through deserts and mountains, forests and oceans.","
One day, as she was wandering through the forest, Lily stumbled upon a strange clearing} In
the center of the clearing stood a magnificent tree, taller and wider than any she had ever

seen, Its trunk was thick and gnarled, and its branches spread out like the fingers of a giant

hand, reaching towards the sky. 
Curious, Lily picked up the book and began to read."
"In batch learning, the system is incapable of learning incrementally: it must be trained
using all the available data. This will generally take a lot of time and co1
resources, so it is typically done offline. First the system is trained, and

mputing

then it is
Taunched into production and runs without learning anymore; it just applies what it
has learned. This is called offline learning.

If you want a batch learning system to know about new data

(such as a new type of
Spam), you need to train a new version of the system from scratch on the full dataset
{not just the new data, but also the old data), then sto,
with the new one.

p the old system and replace it

Fortunately, the whole process of training, evaluating, and launching a Machine
Learning system can be automated fairly easily (as shown in Figure 1-3), so even a

batch learning system can adapt to change. Simply update the data and train a new
version of the system from scratch as often as needed.

‘This solution is simple and often works fine, but training using the full set of data can
take many hours, so you would typically train a new system only every 24 hours or
‘even just weekly. If your 5

system needs to adapt to rapidly changing data (eg., to pre-
ict stock prices), then you need a more reactive solution,

Also, training on the full set of data requires a lot of computing resources (CPU,

memory space, disk space, disk I/O, network I/O, etc,). If you have a lot of data and
‘you automate your system to train from scratch every day,

it will end up costing you a
Jot of money. If the amount of data is huge, it may even be impossible to use a batch
learning algorithm,
Finally, if your system needs to be able to learn autonomously and it has limited
Fesources (¢., a smartphone application or a rover on Mars), then carrying around
large amounts of training data and taking up a lot of resources to train
every day is a showstopper. ARTA

hours","
‘This solution is simple and often works fine, but training using the full set of data can
take many hours, so you would typically train a new system only every 24 hours or
‘even just weekly. If the amount of data is huge, it may even be impossible to use a batch
learning algorithm,
Finally, if your system needs to be able to learn autonomously and it has limited
Fesources (¢., a smartphone application or a rover on Mars), then carrying around
large amounts of training data and taking up a lot of resources to train
every day is a showstopper."
"ranean nce exemple of sampling bias h luring Se
ential dection in 1936, which ited Landon apn foosevee the Literary Digest
once aver lare pl sending rato abou 10 milion peopl It got 24 millon
Answers and peice wih high conidence that Landon wold et 7 ofthe votes
Testa, Rooteet won wth 2% ofthe woes. The fa was in the Leary Digs
sampling mahoe

+ Fe to obtain the adden to end the pol, the Ltrary Dig wed tee
‘hone dere, Lit of magus uber cab membership it and the
Tike Ale thee at tended favor weather pope who mere mor lly
‘ote Repblcan (hence Landon)

‘Seconds than 25% othe people wo were poled answered. Ai tii

erie aoter rl You wt bull em recogni ak me i
era cee cen a eee ema

mee et ee eee |

le","The fa was in the Leary Digs
sampling mahoe

+ Fe to obtain the adden to end the pol, the Ltrary Dig wed tee
‘hone dere, Lit of magus uber cab membership it and the
Tike Ale thee at tended favor weather pope who mere mor lly
‘ote Repblcan (hence Landon)

‘Seconds than 25% othe people wo were poled answered."
"jLhis)1s Often Tackle? USING, NeiMlOrcemMeny LLATMING \Nts see Unapter 16), which
is a branch of Machine Learning that trains agents (such as bots) to pick the
actions that will maximize their rewards over time (e.g., a bot may get a reward
every time the player loses some life points), within a given environment (such as

the game). The famous AlphaGo program that beat the world champion at the
game of Go was built using RL.

This list could go on and on, but hopefully it gives you a sense of the incredible

breadth and complexity of the tasks that Machine Learning can tackle, and the types
of techniques that you would use for each task.

Types of Machine Learning Systems
There are so many

different types of Machine Learning systems that it is useful to
classify them in broad categories, based on the following criteria
+ Whether or not they are trained with hum:
vised, semisupervised, and Reinforcement L
+ Whether or not they
learning)

an supervision (supervised, unsuper-

earning)

can learn incrementally on the fly (online versus batch

+ Whether they work by simply comparing new d

‘F instead by detecting patterns in the tra
‘model, much like scientists do (instance-based

lata points to known data points,
ing data and building a predictive

versus model-based learning)
These criteria are not exclusive; yo ymbiine’ them i
you can combine them in any way'you like. For
‘example, a state-of-the-art spam learn on the fly using a'deep neui
Bs SP: the fy using a'deep neural nets
‘based, supervised learning system.

‘ets look at each of these criteria abit more closely

Supervised/Unsupervised Learning

Machine Learning sysems can be clase according fo the amoun,

Deemer ye ding aling Therese our ge cau 22 of
Agening, nope ung Sones ea","
Types of Machine Learning Systems
There are so many

different types of Machine Learning systems that it is useful to
classify them in broad categories, based on the following criteria
+ Whether or not they are trained with hum:
vised, semisupervised, and Reinforcement L
+ Whether or not they
learning)

an supervision (supervised, unsuper-

earning)

can learn incrementally on the fly (online versus batch

+ Whether they work by simply comparing new d

‘F instead by detecting patterns in the tra
‘model, much like scientists do (instance-based

lata points to known data points,
ing data and building a predictive

versus model-based learning)
These criteria are not exclusive; yo ymbiine’ them i
you can combine them in any way'you like."
""", | wonder what pedagogical examples people use to demor
I"" examples of symmetric or normal distributions used in teaching - even if
cal scrutiny! Blood pressure might be nearer normality. | like astronomical measut

amples for positive skewness include people's incomes; mileage on used cars for sale; reaction. me
house prices; number of accident claims by an insurance customer; number of children in a fai
1S from being bounded below (usually by zero), with low values being plausible, even common,

y, | find it harder to give unambiguous and vivid examples that a younger audience (high schoolers) can ir
ise fewer real-life distributions have a clear upper bound. A bad-taste example | was taught at school was

“have ten, but some lose one or more in accidents. The upshot was ""99% of people have a higher-tha

tive than the complementary fact that ""number of faulty components in a batch is positively skewed"". (The te
I prefer cracked and intact eggs in a box of twelve.) Maybe students feel that ""success"" should be rare.

es are negatively skewed"") seems doomed to pedagogical failure. While there are benefits to teaching the
S, it seems wise to give a concrete example first. | would prefer one that does not seem artificial, where the
im iguous, and for which students’ life-experience should give them an awareness of the shape of the distributi","| would prefer one that does not seem artificial, where the
im iguous, and for which students’ life-experience should give them an awareness of the shape of the distributi"
"When most people hear “Machine Learning.” they picture a robot: a dependable but.
let or a deadly Terminator, depending on who you ask. But Machine Learning is not
West a futuristic fantasy; it’s already here. In fact, it has been around foe decades in

Sint specialized applications, such as Optical Character Recognition (OCR). But the
first ML application that reall

'y became mainstream, improving the lives of hundreds
of millions of people,
exactly a self.","But the
first ML application that reall

'y became mainstream, improving the lives of hundreds
of millions of people,
exactly a self."
"————————————_——eeeeh

‘Common pedagogical examples for positive skewness include people's incomes; mileage on used cars for sale; reaction times ina
“psychology experiment. ‘house prices, number of accident claims by an insurance customer, number of children in & family. Their physical
‘Feasonableness often stems from being bounded below

(usualy by zero), wth low values being plausible, even common, yet very large
[sometimes orders of magnitude higher) values are wellknown to occu""
‘For negative skew, | fing it harder to give unambiguous and

vivid examples that a younger audience (high schoolers) can intuitively
Igrasp, perhaps because fewer real-life distibutions have 2

‘lear upper bound. A bad-taste example | was taught at ‘school was “number
‘Most folk have ten, but some lose one or more in accidents. The upshot was ""99% of people have a higher-than-average
Ponce ct tingert Patvdaciyy complicates the ive, 2s tenis not a stnct upper Pound. since oth missing and extra fingers are rare
“events, t may be unciear to ‘students which effect predominates.

‘{usually use a binomial distibution with high p Jory components in a batch is negatively

Ipkewed” less intuitive than the complementary fact that “number of faulty ‘components in a batch is positively skewed"". (The textbook is
Treustrilly tiemed;| preter cracked and intact eggs n a box of twelve ) Mayne students feel that “success” should be rare

‘But students often find “number of satisfact

__Anather option is to point out that if X is positively skewed then —X is negatively skewed, but to place this in a practi
7 IPaapetws house prices are negatively skewed"") seems doomed to pedagogic! SUNte While there

‘are benefits to teaching the effects of
[Bats transformations, i seems wise to give a concrete example fst. | would prefer one that does not seem artificial, where the negative
Ghee t gute unambiguous, and for which students’ Ife-experience should ave inem an ‘awareness of the shape of the distribution.

jcal context","
‘{usually use a binomial distibution with high p Jory components in a batch is negatively

Ipkewed” less intuitive than the complementary fact that “number of faulty ‘components in a batch is positively skewed"". (The textbook is
Treustrilly tiemed;| preter cracked and intact eggs n a box of twelve ) Mayne students feel that “success” should be rare

‘But students often find “number of satisfact

__Anather option is to point out that if X is positively skewed then —X is negatively skewed, but to place this in a practi
7 IPaapetws house prices are negatively skewed"") seems doomed to pedagogic! SUNte While there

‘are benefits to teaching the effects of
[Bats transformations, i seems wise to give a concrete example fst."
"No Free Lunch Theorem
A model is a simplified version of the observations. The simplifications are meant to
discard the superfluous details that are unlikely to generalize to new instances, To
decide what data to discard and what data to keep,

You must make assumptions. For
example, a linear model makes the assumption that the data is fu

indamentally linear
and that the distance between the instances and the straight line is just noise, which
can safely be ignored.

Jn famous 1996 paper. David Wolpert demonstrated that if you make absolutely
‘no assumption about the data, then there is no reason to prefer one model over any
‘other. This is called the No Free Lunch (NEL) theorem, For some datasets the best
‘model isa linear model, while for other

‘model thats a priori guaranteed to work

only way to know for sure which model i

datasets it isa neural network. There is no
possible,

better (hence the name of the theorem). The

s best sto evaluate them all. Since this is not
in practice you make some reasonable assumptions about the data and eval
ate only a few reasonable models

For example, for simple tasks you may evaluate
Hinear models with various levels of regularization, and for @ complex problem you
‘may evaluate various neural networks.

Learning In the next chapters we will dive deeper and write more code, but before we
‘do, make sure you know how to answer the following questions,

1. How would you define Machine Learning?”

2. Can you name four types of problems where it shines?

3. What isa labeled training set?

“ hah mn prin ane
ee ee

tasks?
© What type of Machine Learning algorithm would
‘walk n Various unknown tetris?

7. What type

this wold you eto allow a robot ro
groups?

flgortim would you ue to segment your cstomers into multiple","Since this is not
in practice you make some reasonable assumptions about the data and eval
ate only a few reasonable models

For example, for simple tasks you may evaluate
Hinear models with various levels of regularization, and for @ complex problem you
‘may evaluate various neural networks. How would you define Machine Learning?”

2. © What type of Machine Learning algorithm would
‘walk n Various unknown tetris?"
"Pipelines
‘A sequence of data processing components is called a data pipeline. Pipelines are ver
common in Machine Learning systems, since there is a lot of data to manipulate and
‘many data transformations to apply,
‘Components typically run as
‘of data, processes it, and

synchronously. Each component pulls in a large amount
ut the result in another data store. Then, some time
Tate, the next component inthe pipeline pulls this data and spits out its own output.
Each components fail sel-contained: the interface between components is simply
the data store: This makes the system simple to grasp (with the help of a data flow
‘4ph), and diferent teams can focus on diferent components. Moreover ifa com,
PPonent breaks down, the downstream components can often continue to run nor.
‘mally (atleast fr a while) by jst using the last output from the broken component.

‘This makes the architecture quite robust.

‘Om the other hand, a broken component can go unnoticed for some time if proper
‘monitoring is not implemented. The data gets stale and the overall systems perfor.
mance drops

‘The next question to ask your

boss is what the current solution looks like (if any).
‘The current situation will often

ive you a reference for performance, as well as
em,

‘es are currently estimated manually
tion about a district, and when the
‘estimate it using complex rules,
‘This is costly and time-consumi
they manage to find out the a
‘estimates were off by more

0g and thee etinaics are not great in cases where
be tifa to tain a model

<ul median hovsing price, they often realize that thelr
than 20%. This s why che company thinks that it would
to predict a districts median housing price, vem other","Each components fail sel-contained: the interface between components is simply
the data store: This makes the system simple to grasp (with the help of a data flow
‘4ph), and diferent teams can focus on diferent components. ‘The current situation will often

ive you a reference for performance, as well as
em,

‘es are currently estimated manually
tion about a district, and when the
‘estimate it using complex rules,
‘This is costly and time-consumi
they manage to find out the a
‘estimates were off by more

0g and thee etinaics are not great in cases where
be tifa to tain a model

<ul median hovsing price, they often realize that thelr
than 20%."
"tumors in brain scans
‘This is semantic segmentation,
‘want to determine the exact locatior
aswel,
‘Automatically classifying news articles
‘This is natural language processing (NLP), and more specifically text classifica-

Aion, which can be tackled using recurrent neural networks (RNNs), CNNs, or
Transformers (see Chapter 16),

g fe

brs og affensive comments on discussion forums
‘ext classification, using the same NLP tools,

Summarizing long docume

in the image is classified (as we

h pixel i ANIKI,
‘a hPON ), typically using CNNs

n and shape of tumors;

nts automatically

Thisisabranch of NLP cal
ai hth or persona

ed ia
‘ext summarization, again usin,

assistant g the same tools,","tumors in brain scans
‘This is semantic segmentation,
‘want to determine the exact locatior
aswel,
‘Automatically classifying news articles
‘This is natural language processing (NLP), and more specifically text classifica-

Aion, which can be tackled using recurrent neural networks (RNNs), CNNs, or
Transformers (see Chapter 16),

g fe

brs og affensive comments on discussion forums
‘ext classification, using the same NLP tools,

Summarizing long docume

in the image is classified (as we

h pixel i ANIKI,
‘a hPON ), typically using CNNs

n and shape of tumors;

nts automatically

Thisisabranch of NLP cal
ai hth or persona

ed ia
‘ext summarization, again usin,

assistant g the same tools,"
